TOWN,LISTYEAR,AVERAGESALEAMOUNT,AVERAGEINCOME,AVERAGECRIMERATE
Somers,2011                                  ,274398.3085106383,63990.2,18.545454545454547
Somers,2012                                  ,265178.161971831,55229.78,14.727272727272727
Somers,2013                                  ,262953.6343283582,46861.88,12
Somers,2014                                  ,280302.0143884892,37821.28,12.272727272727273
Somers,2015                                  ,284780.1233766234,35689.84,10.363636363636363
Somers,2016                                  ,626672.5611510791,35421.8,14.181818181818182
Somers,2017                                  ,272948.7602580645,36317.6,12.818181818181818
South Windsor,2010                                  ,354423.1285714286,69548.44,112.36363636363636
South Windsor,2011                                  ,266508.3420289855,72822.06,120.54545454545455
South Windsor,2013                                  ,281949.3243243243,77195.34,109.0909090909091
South Windsor,2014                                  ,317862.04215456673,75254,100.36363636363636
South Windsor,2015                                  ,365114.63527054107,74310.92,83.0909090909091
South Windsor,2016                                  ,328449.7848101266,74034.44,107.72727272727273
Southbury,2010                                  ,323269.6827794562,64312.5,60
Southbury,2011                                  ,214127.13764044945,65810.56,55.45454545454545
Southbury,2013                                  ,235125.99767981438,70270.44,50.45454545454545
Southbury,2014                                  ,271868.4661016949,79498.44,47.54545454545455
Southbury,2015                                  ,278422.96389891696,88837.54,51.09090909090909
Southbury,2016                                  ,233752.17032040472,94208.6,35
Southington,2010                                  ,259504.8495762712,60792.18,208.36363636363637
Southington,2011                                  ,291041.49044585985,60812.86,218.8181818181818
Southington,2012                                  ,256894.12352941177,60778.94,214.1818181818182
Southington,2013                                  ,283004.6700898588,58889.12,228.72727272727272
Southington,2014                                  ,279846.85850340134,56966.88,234.72727272727272
Southington,2016                                  ,281600.89517078915,60280.14,274
Southington,2017                                  ,266812.92325581395,60847.2,210.45454545454547
Sprague,2010                                  ,184643.75,25733.44,9
Sprague,2011                                  ,123753.84615384616,24701.7,9.636363636363637
Sprague,2013                                  ,126567.44736842105,21855.86,9
Sprague,2014                                  ,186833.4516129032,20675.86,7.636363636363637
Sprague,2015                                  ,154944.20454545456,17861.62,6.2727272727272725
Sprague,2016                                  ,154268.15384615384,18828.82,7.181818181818182
Stafford,2010                                  ,147665.29411764705,39830.22,22.545454545454547
Stafford,2012                                  ,134026.37055837564,27114.78,24
Stafford,2013                                  ,144755.78536585366,21750.28,20.727272727272727
Stafford,2014                                  ,141751.4046511628,19656.92,18.818181818181817
Stafford,2016                                  ,154138.77682403434,21223.88,14.727272727272727
Stafford,2017                                  ,131429.0528169014,20832.85,15
Stamford,2010                                  ,638665.5126984128,62114.54,636.1818181818181
Stamford,2011                                  ,615899.7056768559,61858.3,652.1818181818181
Stamford,2013                                  ,1330303.934092271,63764.72,622.0909090909091
Stamford,2014                                  ,795935.3484162895,65646.12,647.4545454545455
Stamford,2015                                  ,802992.0416008425,69616.68,594.9090909090909
Stamford,2016                                  ,2553726.9708273555,72588.92,665.2727272727273
Sterling,2010                                  ,152189.925,16625.48,11
Sterling,2011                                  ,122632.88571428572,19435.02,10.272727272727273
Sterling,2013                                  ,140800.84905660377,16736.12,8.454545454545455
Sterling,2014                                  ,163796.3015873016,17346.7,6
Sterling,2015                                  ,155457.9756097561,19736.38,5.181818181818182
Sterling,2016                                  ,163153.10227272726,18542.1,5.181818181818182
Stonington,2010                                  ,373383.70355731226,60037.82,74.72727272727273
Stonington,2011                                  ,412053.9290540541,55656.76,90
Stonington,2013                                  ,382259.1641791045,47310.82,112.63636363636364
Stonington,2014                                  ,436060.7518987342,41418.78,92.63636363636364
Stonington,2015                                  ,347508.8328767123,37843.74,78.54545454545455
Stonington,2016                                  ,407765.03855421685,46801.12,73.63636363636364
Stratford,2010                                  ,241624.3874813711,55149.7,408.1818181818182
Stratford,2011                                  ,198595.02064896756,56853.9,467.27272727272725
Stratford,2012                                  ,223369.09207161126,56361.5,416.3636363636364
Stratford,2013                                  ,254189.63681592038,58905.56,410.3636363636364
Stratford,2015                                  ,264480.0788267644,59052.86,355
Stratford,2016                                  ,242963.6779661017,59476.18,335.54545454545456
Stratford,2017                                  ,321534.67427568045,61232,329.45454545454544
Suffield,2010                                  ,293734.0535714286,56877.94,33.81818181818182
Suffield,2011                                  ,288107.99024390243,54573.88,28
Suffield,2012                                  ,336343.88349514565,56114.1,42
Suffield,2014                                  ,270178.11551155115,66408.02,23.181818181818183
Suffield,2015                                  ,269981.5525423729,66487.26,27.272727272727273
Suffield,2016                                  ,304417.03169014084,70085.98,29
Suffield,2017                                  ,286411.3125174825,71306.475,31.09090909090909
Thomaston,2010                                  ,191116.16176470587,33066.1,37.09090909090909
Thomaston,2011                                  ,186688.84,25998.32,36.81818181818182
Thomaston,2012                                  ,215319.5945945946,18362.24,39
Thomaston,2013                                  ,160432.93406593407,15376.94,31.09090909090909
Thomaston,2014                                  ,187572.97345132745,13580.46,24.545454545454547
Thomaston,2015                                  ,180200.75652173912,13234.46,22.454545454545453
Thomaston,2016                                  ,172796.33333333334,16907.82,44.18181818181818
Thomaston,2017                                  ,179227.03361344538,17940.8,34.63636363636363
Thompson,2010                                  ,177437.8409090909,34531.46,20.818181818181817
Thompson,2011                                  ,144999.28099173555,24923.82,28.636363636363637
Thompson,2012                                  ,141334.38970588235,20696.44,20.818181818181817
Thompson,2013                                  ,146540.80952380953,19642.92,19.545454545454547
Thompson,2015                                  ,164731.35185185185,23576.54,19.90909090909091
Thompson,2016                                  ,174292.45814977973,25489.38,8.454545454545455
Thompson,2017                                  ,190850.53773584907,28412.15,10.909090909090908
Tolland,2010                                  ,368722.20472440944,62750.42,16.363636363636363
Tolland,2011                                  ,279156.18644067796,53607.46,16
Tolland,2012                                  ,243814.38383838383,46600.54,24.272727272727273
Tolland,2013                                  ,262953.0294117647,41898.64,18.545454545454547
Tolland,2015                                  ,251626.51363636364,35288.78,13.090909090909092
Tolland,2016                                  ,355718.2083333333,44738.86,17.545454545454547
Tolland,2017                                  ,255949.97530864197,49400.9,343.09090909090907
Torrington,2010                                  ,146248.576142132,35969.38,251.63636363636363
Torrington,2011                                  ,149556.98850574714,37524.3,225.8181818181818
Torrington,2012                                  ,128166.87747747748,39589.16,251
Torrington,2013                                  ,135110.84181818183,40245.96,249.63636363636363
Torrington,2014                                  ,171990.1577181208,41859.7,186
Torrington,2015                                  ,156634.4224751067,42963.16,198.0909090909091
Torrington,2016                                  ,123113.29108635098,45251.38,175.63636363636363
Torrington,2017                                  ,134527.37997432606,45698.35,167.54545454545453
Trumbull,2010                                  ,484498.55988857936,86284.96,196.36363636363637
Trumbull,2012                                  ,361269.34475806454,87469.8,149.72727272727272
Trumbull,2013                                  ,411809.90398550726,89549.64,152.72727272727272
Trumbull,2014                                  ,386755.3079202773,89100.04,171.63636363636363
Trumbull,2016                                  ,385029.4768683274,92255.26,256.45454545454544
Trumbull,2017                                  ,419410.05203252035,92636.025,246.36363636363637
Union,2010                                  ,362766.6666666667,33586.56,1.0909090909090908
Union,2011                                  ,256961.53846153847,29310.6,1.9090909090909092
Union,2012                                  ,204537.5,24313.1,1.0909090909090908
Union,2014                                  ,212853.33333333334,19865.44,1.3636363636363635
Union,2015                                  ,211875,19999.94,1.0909090909090908
Union,2016                                  ,255312.5,18968.56,0.8181818181818182
Union,2017                                  ,189600,18894.9,1.0909090909090908
Vernon,2010                                  ,215095,48689.76,84
Vernon,2012                                  ,183773.6441102757,46040.86,98.63636363636364
Vernon,2013                                  ,215262.96751740138,44323.1,85.54545454545455
Vernon,2014                                  ,185170.14135021096,45125.9,100.18181818181819
Vernon,2015                                  ,206872.61122661122,46412.34,107.27272727272727
Vernon,2017                                  ,220646.5540275049,49644.575,105.81818181818181
Voluntown,2011                                  ,162809,34891.36,7.363636363636363
Voluntown,2012                                  ,183152,33758.68,6.2727272727272725
Voluntown,2013                                  ,181767.76,32412.06,4.636363636363637
Voluntown,2014                                  ,167062.86842105264,32077.34,3.909090909090909
Voluntown,2016                                  ,180002.77777777778,29923.56,3
Voluntown,2017                                  ,182958.33333333334,29826.45,3.8181818181818183
Wallingford,2011                                  ,237526.45647969053,59395.22,242.72727272727272
Wallingford,2012                                  ,279221.93914473685,59940.14,253.8181818181818
Wallingford,2013                                  ,287614.9642276423,59743.44,177.54545454545453
Wallingford,2014                                  ,429021.6942857143,57403.46,174.9090909090909
Wallingford,2015                                  ,288308.8550913838,56372.64,177.0909090909091
Wallingford,2016                                  ,264353.4050955414,56920.9,185.45454545454547
Wallingford,2017                                  ,291315.5227212682,56028.875,178.63636363636363
Warren,2010                                  ,492859.8095238095,43890.48,1.6363636363636365
Warren,2011                                  ,567730.75,47371.46,0.8181818181818182
Warren,2013                                  ,928850,48500.58,1.6363636363636365
Warren,2014                                  ,807617.03125,51554.9,3
Warren,2015                                  ,601064.3157894737,46940.56,0.5454545454545454
Warren,2016                                  ,496076.73529411765,49880.44,1.6363636363636365
Washington,2010                                  ,915688.1428571428,41447.52,10.363636363636363
Washington,2011                                  ,580267.8714285714,34828.92,8.181818181818182
Washington,2012                                  ,953178.9569892474,28046.18,7.363636363636363
Washington,2014                                  ,1007345.46,22591.78,4.181818181818182
Washington,2015                                  ,828745.4245283019,23706.08,5.7272727272727275
Washington,2016                                  ,783503.3478260869,26128.92,6.2727272727272725
Washington,2017                                  ,559292.6836734693,28207.425,4.363636363636363
Waterbury,2010                                  ,138738.30362776027,32481.58,1367.1818181818182
Waterbury,2011                                  ,103479.49361022364,32539.86,1344.8181818181818
Waterbury,2013                                  ,193131.22384937239,31966.84,1376.3636363636363
Waterbury,2014                                  ,136082.02415766052,32341.64,1364.090909090909
Waterbury,2015                                  ,158544.16918032788,32586.4,1362.4545454545455
Waterbury,2016                                  ,163399.83309859154,34249.72,1301.7272727272727
Waterford,2010                                  ,241813.1877394636,63911,150.8181818181818
Waterford,2011                                  ,269084.2469879518,59553.78,147.8181818181818
Waterford,2013                                  ,239409.6952662722,62399.78,150.8181818181818
Waterford,2014                                  ,213561.34449760764,63627.82,131.63636363636363
Waterford,2015                                  ,215469.92378752888,64051.1,127.63636363636364
Waterford,2016                                  ,243228.43564356436,65954.8,132.0909090909091
Watertown,2010                                  ,226495.79545454544,49748.7,119.18181818181819
Watertown,2011                                  ,218471.152,48892.18,131.72727272727272
Watertown,2012                                  ,215285.0640569395,51109.96,149.72727272727272
Watertown,2014                                  ,206122.57189542483,48421.22,141.27272727272728
Watertown,2015                                  ,228370.47181008902,46708.4,130.63636363636363
Watertown,2016                                  ,262089.07874015748,45184.84,124.36363636363636
Watertown,2017                                  ,212565.12151898735,41770.275,90.54545454545455
West Hartford,2010                                  ,367762.2052238806,56690.82,416.45454545454544
West Hartford,2012                                  ,457587.116514691,58728.4,475.54545454545456
West Hartford,2013                                  ,355943.83350151364,60346.62,388.3636363636364
West Hartford,2014                                  ,342933.0949554896,62587.1,394.6363636363636
West Hartford,2015                                  ,378731.70201096893,64311.7,417
West Hartford,2017                                  ,348624.94387277827,68825.05,526.2727272727273
West Haven,2011                                  ,218345.06843267108,40181.42,412.1818181818182
West Haven,2012                                  ,175852.5579868709,39202.36,481.72727272727275
West Haven,2013                                  ,189233.3579766537,39103.52,492.54545454545456
West Haven,2014                                  ,183710.59595959596,39576.52,454.1818181818182
West Haven,2016                                  ,191791.27864583334,46704.24,323.27272727272725
West Haven,2017                                  ,253354.42389937106,48969.725,354.1818181818182
Westbrook,2010                                  ,296126.68595041323,36237.54,18.272727272727273
Westbrook,2011                                  ,412409.0909090909,34192.1,11.727272727272727
Westbrook,2012                                  ,291151.4266666667,30361.26,13.363636363636363
Westbrook,2013                                  ,332588.19008264464,26266.04,13.181818181818182
Westbrook,2014                                  ,339490.5961538461,25381.24,13.909090909090908
Westbrook,2015                                  ,354164.753164557,22782.38,10.363636363636363
Westbrook,2017                                  ,356872.24844720494,23524.975,13.090909090909092
Weston,2010                                  ,932196.1060606061,123698.62,18.90909090909091
Weston,2011                                  ,772218.5703703704,123620.6,15.090909090909092
Weston,2012                                  ,830922.8442211056,118934.04,11.727272727272727
Weston,2014                                  ,882755,111724.18,9.545454545454545
Weston,2015                                  ,809338.4021739131,115453.6,6.818181818181818
Weston,2016                                  ,854743.9405405405,123746.82,4.090909090909091
Weston,2017                                  ,775532.4673913043,122033.65,11.181818181818182
Westport,2011                                  ,1366837.2336244541,91742.8,116.18181818181819
Westport,2012                                  ,1454518.430176565,91126.04,90.27272727272727
Westport,2013                                  ,1745418.5659432388,96621.3,70.63636363636364
Westport,2014                                  ,1659503.1047120418,99853.12,91.9090909090909
Westport,2016                                  ,1458124.3161764706,116534.16,70.18181818181819
Westport,2017                                  ,1454966.809608541,119965.475,82.9090909090909
Wethersfield,2010                                  ,232489.91973244149,55104.02,138.9090909090909
Wethersfield,2011                                  ,240541.39705882352,56834.26,106.0909090909091
Wethersfield,2012                                  ,245861.71891891892,55807.46,118.18181818181819
Wethersfield,2014                                  ,228736.51773049645,54204.06,108.9090909090909
Wethersfield,2015                                  ,250006.46373626374,49104,100.72727272727273
Wethersfield,2016                                  ,273383.7549019608,43971.44,35.18181818181818
Wethersfield,2017                                  ,257339.29735234217,42771.625,114.63636363636364
Willington,2010                                  ,306489.175,21914.32,12.545454545454545
Willington,2011                                  ,423679.91071428574,22294.96,7.636363636363637
Willington,2012                                  ,338645.5090909091,22358.66,9.818181818181818
Willington,2014                                  ,203425,25801.48,12.818181818181818
Willington,2015                                  ,204545.37704918033,25182.28,9
Willington,2016                                  ,184611.73913043478,26103.22,8.272727272727273
Willington,2017                                  ,362159.22535211267,27295.225,8.181818181818182
Wilton,2010                                  ,828254.2510121458,132352.18,27.272727272727273
Wilton,2011                                  ,960302.0284552845,123804.88,32.45454545454545
Wilton,2013                                  ,928536.3272171253,109008.2,30.818181818181817
Wilton,2014                                  ,800988.1639344263,114332.24,17.181818181818183
Wilton,2015                                  ,797799.5017793594,116523.82,21
Wilton,2016                                  ,761419.8917197452,113633.42,19.636363636363637
Wilton,2017                                  ,836253.5806451613,112545.575,40.09090909090909
Winchester,2010                                  ,291732.6,33634.06,66.72727272727273
Winchester,2011                                  ,174927.62608695653,28312.98,63.90909090909091
Winchester,2013                                  ,148082.3925925926,24321.64,56.18181818181818
Winchester,2014                                  ,147440.94444444444,25489.56,45.81818181818182
Winchester,2015                                  ,176590.1076923077,25499.24,71.36363636363636
Winchester,2016                                  ,174839.55288461538,26948.82,54.27272727272727
Winchester,2017                                  ,181989.58333333334,27234.425,36
Windham,2010                                  ,183574.359375,33034.9,42.54545454545455
Windham,2011                                  ,113034.36945812807,33711.08,28
Windham,2012                                  ,106444.38528138529,34230,29.818181818181817
Windham,2013                                  ,114900,29717.46,30.545454545454547
Windham,2014                                  ,220375.9025270758,25994.66,24.545454545454547
Windham,2015                                  ,134107.70347003156,26493.3,27.90909090909091
Windham,2016                                  ,135300.6656716418,24488.78,22.454545454545453
Windham,2017                                  ,156405.62962962964,22727.05,276.27272727272725
Windsor,2010                                  ,217862.45307443367,63299.72,145.0909090909091
Windsor,2011                                  ,367391.86930091184,62404.4,134.0909090909091
Windsor,2012                                  ,297554.92071611254,64853.84,121.63636363636364
Windsor,2014                                  ,502403.1716101695,67669.16,131.8181818181818
Windsor,2015                                  ,429886.5086705202,66868.32,131.27272727272728
Windsor,2016                                  ,413920.03777335986,66348.26,156.8181818181818
Windsor,2017                                  ,319543.20229007635,64822.075,223.36363636363637
Windsor Locks,2010                                  ,172041.8489208633,41425.98,78.0909090909091
Windsor Locks,2011                                  ,190317.38926174497,42650.24,58.90909090909091
Windsor Locks,2012                                  ,214288.57232704404,40861.98,64.0909090909091
Windsor Locks,2013                                  ,257935.4742857143,43057.3,66.54545454545455
Windsor Locks,2014                                  ,231685.28,43158.26,69.81818181818181
Windsor Locks,2015                                  ,255360.55731225296,45476.12,53
Windsor Locks,2016                                  ,327115.38559322036,43971.98,55.90909090909091
Windsor Locks,2017                                  ,602940.598540146,44694.7,56.18181818181818
Wolcott,2010                                  ,205181.86144578314,50057.84,74.54545454545455
Wolcott,2012                                  ,202136.4156626506,48370.4,88.63636363636364
Wolcott,2013                                  ,211151.2323232323,45385.88,82.18181818181819
Wolcott,2014                                  ,209679.9598540146,44866.44,85.63636363636364
Wolcott,2015                                  ,210835.584,43656.64,71.81818181818181
Wolcott,2016                                  ,247562.25,50727.58,79.9090909090909
Wolcott,2017                                  ,216987.53676470587,51859.625,77.18181818181819
Woodbridge,2010                                  ,559139.5505617978,62228.9,43.36363636363637
Woodbridge,2011                                  ,405613.832,61369.62,34.36363636363637
Woodbridge,2012                                  ,411320.4166666667,63244.54,31.90909090909091
Woodbridge,2013                                  ,419168.8615384615,65786.96,27.818181818181817
Woodbridge,2015                                  ,399702.6209150327,70856.1,37.36363636363637
Woodbridge,2016                                  ,394158.3896103896,78485.4,36.63636363636363
Woodbridge,2017                                  ,391517.1812080537,81068.4,23.181818181818183
Woodbury,2010                                  ,356080.3142857143,47912.12,22.90909090909091
Woodbury,2011                                  ,303978.1879699248,44067.04,19.636363636363637
Woodbury,2012                                  ,266770.85496183205,36158.86,15.545454545454545
Woodbury,2014                                  ,257174.05025125627,30543.4,10.636363636363637
Woodbury,2015                                  ,281092.52093023254,30999.22,9.272727272727273
Woodbury,2016                                  ,338334.63720930234,32366.3,10.090909090909092
Woodbury,2017                                  ,286027.3484848485,34088.125,9.818181818181818
Woodstock,2010                                  ,208113.75,26334.32,13.909090909090908
Woodstock,2012                                  ,205180.06711409395,21618.08,12.909090909090908
Woodstock,2013                                  ,209863.6305732484,16489.88,12
Woodstock,2014                                  ,203825.58974358975,17234.58,8.454545454545455
Woodstock,2015                                  ,219372.78172588832,18244.06,13.363636363636363
Woodstock,2017                                  ,252300.17021276595,19333.325,6.909090909090909
